,Festival_week,Months,OS,Place,Processor,Product,RAM,Sales
5294,random,27,Windows,asia,i7,xps,8,55
5295,random,27,Linux,asia,i7,xps,8,95
5296,random,27,Windows,asia,i7,xps,16,45
5297,random,27,Linux,asia,i7,xps,16,53
5298,random,27,Windows,asia,i9,xps,4,73
5299,random,27,Linux,asia,i9,xps,4,47
5300,random,27,Windows,asia,i9,xps,8,36
5301,random,27,Linux,asia,i9,xps,8,69
5302,random,27,Windows,asia,i9,xps,16,52
5303,random,27,Linux,asia,i9,xps,16,47
5304,random,27,Windows,africa,i3,xps,4,64
5305,random,27,Linux,africa,i3,xps,4,53
5306,random,27,Windows,africa,i3,xps,8,34
5307,random,27,Linux,africa,i3,xps,8,92
5308,random,27,Windows,africa,i3,xps,16,48
5309,random,27,Linux,africa,i3,xps,16,42
5310,random,27,Windows,africa,i5,xps,4,68
5311,random,27,Linux,africa,i5,xps,4,50
5312,random,27,Windows,africa,i5,xps,8,48
5313,random,27,Linux,africa,i5,xps,8,63
5314,random,27,Windows,africa,i5,xps,16,43
5315,random,27,Linux,africa,i5,xps,16,58
5316,random,27,Windows,africa,i7,xps,4,82
5317,random,27,Linux,africa,i7,xps,4,62
5318,random,27,Windows,africa,i7,xps,8,55
5319,random,27,Linux,africa,i7,xps,8,90
5320,random,27,Windows,africa,i7,xps,16,49
5321,random,27,Linux,africa,i7,xps,16,55
5322,random,27,Windows,africa,i9,xps,4,76
5323,random,27,Linux,africa,i9,xps,4,51
5324,random,27,Windows,africa,i9,xps,8,40
5325,random,27,Linux,africa,i9,xps,8,72
5326,random,27,Windows,africa,i9,xps,16,50
5327,random,27,Linux,africa,i9,xps,16,36
5328,random,27,Windows,europe,i3,xps,4,32
5329,random,27,Linux,europe,i3,xps,4,27
5330,random,27,Windows,europe,i3,xps,8,29
5331,random,27,Linux,europe,i3,xps,8,58
5332,random,27,Windows,europe,i3,xps,16,31
5333,random,27,Linux,europe,i3,xps,16,26
5334,random,27,Windows,europe,i5,xps,4,45
5335,random,27,Linux,europe,i5,xps,4,33
5336,random,27,Windows,europe,i5,xps,8,25
5337,random,27,Linux,europe,i5,xps,8,67
5338,random,27,Windows,europe,i5,xps,16,35
5339,random,27,Linux,europe,i5,xps,16,29
5340,random,27,Windows,europe,i7,xps,4,83
5341,random,27,Linux,europe,i7,xps,4,29
5342,random,27,Windows,europe,i7,xps,8,27
5343,random,27,Linux,europe,i7,xps,8,65
5344,random,27,Windows,europe,i7,xps,16,33
5345,random,27,Linux,europe,i7,xps,16,32
5346,random,27,Windows,europe,i9,xps,4,45
5347,random,27,Linux,europe,i9,xps,4,40
5348,random,27,Windows,europe,i9,xps,8,39
5349,random,27,Linux,europe,i9,xps,8,59
5350,random,27,Windows,europe,i9,xps,16,24
5351,random,27,Linux,europe,i9,xps,16,27
5352,random,27,Windows,america,i3,xps,4,86
5353,random,27,Linux,america,i3,xps,4,23
5354,random,27,Windows,america,i3,xps,8,27
5355,random,27,Linux,america,i3,xps,8,62
5356,random,27,Windows,america,i3,xps,16,36
5357,random,27,Linux,america,i3,xps,16,28
5358,random,27,Windows,america,i5,xps,4,41
5359,random,27,Linux,america,i5,xps,4,18
5360,random,27,Windows,america,i5,xps,8,31
5361,random,27,Linux,america,i5,xps,8,89
5362,random,27,Windows,america,i5,xps,16,34
5363,random,27,Linux,america,i5,xps,16,24
5364,random,27,Windows,america,i7,xps,4,16
5365,random,27,Linux,america,i7,xps,4,30
5366,random,27,Windows,america,i7,xps,8,22
5367,random,27,Linux,america,i7,xps,8,87
5368,random,27,Windows,america,i7,xps,16,27
5369,random,27,Linux,america,i7,xps,16,24
5370,random,27,Windows,america,i9,xps,4,63
5371,random,27,Linux,america,i9,xps,4,25
5372,random,27,Windows,america,i9,xps,8,28
5373,random,27,Linux,america,i9,xps,8,39
5374,random,27,Windows,america,i9,xps,16,25
5375,random,27,Linux,america,i9,xps,16,27
5376,no,28,Windows,asia,i3,vostro,4,69
5377,no,28,Linux,asia,i3,vostro,4,28
5378,no,28,Windows,asia,i3,vostro,8,25
5379,no,28,Linux,asia,i3,vostro,8,90
5380,no,28,Windows,asia,i3,vostro,16,17
5381,no,28,Linux,asia,i3,vostro,16,22
5382,no,28,Windows,asia,i5,vostro,4,67
5383,no,28,Linux,asia,i5,vostro,4,20
5384,no,28,Windows,asia,i5,vostro,8,16
5385,no,28,Linux,asia,i5,vostro,8,40
5386,no,28,Windows,asia,i5,vostro,16,28
5387,no,28,Linux,asia,i5,vostro,16,31
5388,no,28,Windows,asia,i7,vostro,4,79
5389,no,28,Linux,asia,i7,vostro,4,26
5390,no,28,Windows,asia,i7,vostro,8,18
5391,no,28,Linux,asia,i7,vostro,8,91
5392,no,28,Windows,asia,i7,vostro,16,18
5393,no,28,Linux,asia,i7,vostro,16,21
5394,no,28,Windows,asia,i9,vostro,4,70
5395,no,28,Linux,asia,i9,vostro,4,28
5396,no,28,Windows,asia,i9,vostro,8,21
5397,no,28,Linux,asia,i9,vostro,8,51
5398,no,28,Windows,asia,i9,vostro,16,20
5399,no,28,Linux,asia,i9,vostro,16,22
5400,no,28,Windows,africa,i3,vostro,4,28
5401,no,28,Linux,africa,i3,vostro,4,38
5402,no,28,Windows,africa,i3,vostro,8,27
5403,no,28,Linux,africa,i3,vostro,8,41
5404,no,28,Windows,africa,i3,vostro,16,35
5405,no,28,Linux,africa,i3,vostro,16,42
5406,no,28,Windows,africa,i5,vostro,4,57
5407,no,28,Linux,africa,i5,vostro,4,49
5408,no,28,Windows,africa,i5,vostro,8,29
5409,no,28,Linux,africa,i5,vostro,8,112
5410,no,28,Windows,africa,i5,vostro,16,35
5411,no,28,Linux,africa,i5,vostro,16,37
5412,no,28,Windows,africa,i7,vostro,4,80
5413,no,28,Linux,africa,i7,vostro,4,41
5414,no,28,Windows,africa,i7,vostro,8,28
5415,no,28,Linux,africa,i7,vostro,8,30
5416,no,28,Windows,africa,i7,vostro,16,28
5417,no,28,Linux,africa,i7,vostro,16,30
5418,no,28,Windows,africa,i9,vostro,4,65
5419,no,28,Linux,africa,i9,vostro,4,37
5420,no,28,Windows,africa,i9,vostro,8,32
5421,no,28,Linux,africa,i9,vostro,8,97
5422,no,28,Windows,africa,i9,vostro,16,34
5423,no,28,Linux,africa,i9,vostro,16,42
5424,no,28,Windows,europe,i3,vostro,4,64
5425,no,28,Linux,europe,i3,vostro,4,40
5426,no,28,Windows,europe,i3,vostro,8,28
5427,no,28,Linux,europe,i3,vostro,8,41
5428,no,28,Windows,europe,i3,vostro,16,41
5429,no,28,Linux,europe,i3,vostro,16,39
5430,no,28,Windows,europe,i5,vostro,4,57
5431,no,28,Linux,europe,i5,vostro,4,23
5432,no,28,Windows,europe,i5,vostro,8,35
5433,no,28,Linux,europe,i5,vostro,8,98
5434,no,28,Windows,europe,i5,vostro,16,34
5435,no,28,Linux,europe,i5,vostro,16,35
5436,no,28,Windows,europe,i7,vostro,4,46
5437,no,28,Linux,europe,i7,vostro,4,36
5438,no,28,Windows,europe,i7,vostro,8,46
5439,no,28,Linux,europe,i7,vostro,8,56
5440,no,28,Windows,europe,i7,vostro,16,53
5441,no,28,Linux,europe,i7,vostro,16,54
5442,no,28,Windows,europe,i9,vostro,4,91
5443,no,28,Linux,europe,i9,vostro,4,39
5444,no,28,Windows,europe,i9,vostro,8,30
5445,no,28,Linux,europe,i9,vostro,8,114
5446,no,28,Windows,europe,i9,vostro,16,60
5447,no,28,Linux,europe,i9,vostro,16,45
5448,no,28,Windows,america,i3,vostro,4,89
5449,no,28,Linux,america,i3,vostro,4,31
5450,no,28,Windows,america,i3,vostro,8,44
5451,no,28,Linux,america,i3,vostro,8,41
5452,no,28,Windows,america,i3,vostro,16,33
5453,no,28,Linux,america,i3,vostro,16,46
5454,no,28,Windows,america,i5,vostro,4,78
5455,no,28,Linux,america,i5,vostro,4,48
5456,no,28,Windows,america,i5,vostro,8,39
5457,no,28,Linux,america,i5,vostro,8,121
5458,no,28,Windows,america,i5,vostro,16,29
5459,no,28,Linux,america,i5,vostro,16,43
5460,no,28,Windows,america,i7,vostro,4,100
5461,no,28,Linux,america,i7,vostro,4,39
5462,no,28,Windows,america,i7,vostro,8,34
5463,no,28,Linux,america,i7,vostro,8,66
5464,no,28,Windows,america,i7,vostro,16,37
5465,no,28,Linux,america,i7,vostro,16,41
5466,no,28,Windows,america,i9,vostro,4,83
5467,no,28,Linux,america,i9,vostro,4,39
5468,no,28,Windows,america,i9,vostro,8,34
5469,no,28,Linux,america,i9,vostro,8,118
5470,no,28,Windows,america,i9,vostro,16,29
5471,no,28,Linux,america,i9,vostro,16,47
5472,no,28,Windows,asia,i3,xps,4,20
5473,no,28,Linux,asia,i3,xps,4,17
5474,no,28,Windows,asia,i3,xps,8,27
5475,no,28,Linux,asia,i3,xps,8,28
5476,no,28,Windows,asia,i3,xps,16,18
5477,no,28,Linux,asia,i3,xps,16,16
5478,no,28,Windows,asia,i5,xps,4,16
5479,no,28,Linux,asia,i5,xps,4,12
5480,no,28,Windows,asia,i5,xps,8,23
5481,no,28,Linux,asia,i5,xps,8,41
5482,no,28,Windows,asia,i5,xps,16,11
5483,no,28,Linux,asia,i5,xps,16,13
5484,no,28,Windows,asia,i7,xps,4,33
5485,no,28,Linux,asia,i7,xps,4,22
5486,no,28,Windows,asia,i7,xps,8,20
5487,no,28,Linux,asia,i7,xps,8,33
5488,no,28,Windows,asia,i7,xps,16,23
5489,no,28,Linux,asia,i7,xps,16,19
5490,no,28,Windows,asia,i9,xps,4,24
5491,no,28,Linux,asia,i9,xps,4,17
5492,no,28,Windows,asia,i9,xps,8,11
5493,no,28,Linux,asia,i9,xps,8,34
5494,no,28,Windows,asia,i9,xps,16,13
5495,no,28,Linux,asia,i9,xps,16,13
5496,no,28,Windows,africa,i3,xps,4,40
5497,no,28,Linux,africa,i3,xps,4,14
5498,no,28,Windows,africa,i3,xps,8,17
5499,no,28,Linux,africa,i3,xps,8,30
5500,no,28,Windows,africa,i3,xps,16,20
5501,no,28,Linux,africa,i3,xps,16,16
5502,no,28,Windows,africa,i5,xps,4,32
5503,no,28,Linux,africa,i5,xps,4,21
5504,no,28,Windows,africa,i5,xps,8,18
5505,no,28,Linux,africa,i5,xps,8,47
5506,no,28,Windows,africa,i5,xps,16,20
5507,no,28,Linux,africa,i5,xps,16,19
5508,no,28,Windows,africa,i7,xps,4,9
5509,no,28,Linux,africa,i7,xps,4,4
5510,no,28,Windows,africa,i7,xps,8,8
5511,no,28,Linux,africa,i7,xps,8,53
5512,no,28,Windows,africa,i7,xps,16,11
5513,no,28,Linux,africa,i7,xps,16,13
5514,no,28,Windows,africa,i9,xps,4,39
5515,no,28,Linux,africa,i9,xps,4,6
5516,no,28,Windows,africa,i9,xps,8,10
5517,no,28,Linux,africa,i9,xps,8,36
5518,no,28,Windows,africa,i9,xps,16,5
5519,no,28,Linux,africa,i9,xps,16,13
5520,no,28,Windows,europe,i3,xps,4,22
5521,no,28,Linux,europe,i3,xps,4,6
5522,no,28,Windows,europe,i3,xps,8,7
5523,no,28,Linux,europe,i3,xps,8,50
5524,no,28,Windows,europe,i3,xps,16,11
5525,no,28,Linux,europe,i3,xps,16,7
5526,no,28,Windows,europe,i5,xps,4,37
5527,no,28,Linux,europe,i5,xps,4,9
5528,no,28,Windows,europe,i5,xps,8,9
5529,no,28,Linux,europe,i5,xps,8,33
5530,no,28,Windows,europe,i5,xps,16,9
5531,no,28,Linux,europe,i5,xps,16,10
5532,no,28,Windows,europe,i7,xps,4,23
5533,no,28,Linux,europe,i7,xps,4,4
5534,no,28,Windows,europe,i7,xps,8,11
5535,no,28,Linux,europe,i7,xps,8,37
5536,no,28,Windows,europe,i7,xps,16,7
5537,no,28,Linux,europe,i7,xps,16,10
5538,no,28,Windows,europe,i9,xps,4,22
5539,no,28,Linux,europe,i9,xps,4,7
5540,no,28,Windows,europe,i9,xps,8,7
5541,no,28,Linux,europe,i9,xps,8,21
5542,no,28,Windows,europe,i9,xps,16,7
5543,no,28,Linux,europe,i9,xps,16,7
5544,no,28,Windows,america,i3,xps,4,14
5545,no,28,Linux,america,i3,xps,4,23
5546,no,28,Windows,america,i3,xps,8,22
5547,no,28,Linux,america,i3,xps,8,14
5548,no,28,Windows,america,i3,xps,16,19
5549,no,28,Linux,america,i3,xps,16,24
5550,no,28,Windows,america,i5,xps,4,22
5551,no,28,Linux,america,i5,xps,4,20
5552,no,28,Windows,america,i5,xps,8,26
5553,no,28,Linux,america,i5,xps,8,20
5554,no,28,Windows,america,i5,xps,16,22
5555,no,28,Linux,america,i5,xps,16,23
5556,no,28,Windows,america,i7,xps,4,25
5557,no,28,Linux,america,i7,xps,4,21
5558,no,28,Windows,america,i7,xps,8,19
5559,no,28,Linux,america,i7,xps,8,12
5560,no,28,Windows,america,i7,xps,16,18
5561,no,28,Linux,america,i7,xps,16,20
5562,no,28,Windows,america,i9,xps,4,27
5563,no,28,Linux,america,i9,xps,4,14
5564,no,28,Windows,america,i9,xps,8,24
5565,no,28,Linux,america,i9,xps,8,34
5566,no,28,Windows,america,i9,xps,16,15
5567,no,28,Linux,america,i9,xps,16,20
5568,no,29,Windows,asia,i3,vostro,4,26
5569,no,29,Linux,asia,i3,vostro,4,14
5570,no,29,Windows,asia,i3,vostro,8,15
5571,no,29,Linux,asia,i3,vostro,8,16
5572,no,29,Windows,asia,i3,vostro,16,24
5573,no,29,Linux,asia,i3,vostro,16,22
5574,no,29,Windows,asia,i5,vostro,4,14
5575,no,29,Linux,asia,i5,vostro,4,19
5576,no,29,Windows,asia,i5,vostro,8,18
5577,no,29,Linux,asia,i5,vostro,8,28
5578,no,29,Windows,asia,i5,vostro,16,18
5579,no,29,Linux,asia,i5,vostro,16,20
5580,no,29,Windows,asia,i7,vostro,4,42
5581,no,29,Linux,asia,i7,vostro,4,52
5582,no,29,Windows,asia,i7,vostro,8,55
5583,no,29,Linux,asia,i7,vostro,8,95
5584,no,29,Windows,asia,i7,vostro,16,45
5585,no,29,Linux,asia,i7,vostro,16,53
5586,no,29,Windows,asia,i9,vostro,4,73
5587,no,29,Linux,asia,i9,vostro,4,47
5588,no,29,Windows,asia,i9,vostro,8,36
5589,no,29,Linux,asia,i9,vostro,8,69
5590,no,29,Windows,asia,i9,vostro,16,52
5591,no,29,Linux,asia,i9,vostro,16,47
5592,no,29,Windows,africa,i3,vostro,4,64
5593,no,29,Linux,africa,i3,vostro,4,53
5594,no,29,Windows,africa,i3,vostro,8,34
5595,no,29,Linux,africa,i3,vostro,8,92
5596,no,29,Windows,africa,i3,vostro,16,48
5597,no,29,Linux,africa,i3,vostro,16,42
5598,no,29,Windows,africa,i5,vostro,4,68
5599,no,29,Linux,africa,i5,vostro,4,50
5600,no,29,Windows,africa,i5,vostro,8,48
5601,no,29,Linux,africa,i5,vostro,8,63
5602,no,29,Windows,africa,i5,vostro,16,43
5603,no,29,Linux,africa,i5,vostro,16,58
5604,no,29,Windows,africa,i7,vostro,4,82
5605,no,29,Linux,africa,i7,vostro,4,62
5606,no,29,Windows,africa,i7,vostro,8,55
5607,no,29,Linux,africa,i7,vostro,8,90
5608,no,29,Windows,africa,i7,vostro,16,49
5609,no,29,Linux,africa,i7,vostro,16,55
5610,no,29,Windows,africa,i9,vostro,4,76
5611,no,29,Linux,africa,i9,vostro,4,51
5612,no,29,Windows,africa,i9,vostro,8,40
5613,no,29,Linux,africa,i9,vostro,8,72
5614,no,29,Windows,africa,i9,vostro,16,50
5615,no,29,Linux,africa,i9,vostro,16,36
5616,no,29,Windows,europe,i3,vostro,4,32
5617,no,29,Linux,europe,i3,vostro,4,27
5618,no,29,Windows,europe,i3,vostro,8,29
5619,no,29,Linux,europe,i3,vostro,8,58
5620,no,29,Windows,europe,i3,vostro,16,31
5621,no,29,Linux,europe,i3,vostro,16,26
5622,no,29,Windows,europe,i5,vostro,4,45
5623,no,29,Linux,europe,i5,vostro,4,33
5624,no,29,Windows,europe,i5,vostro,8,25
5625,no,29,Linux,europe,i5,vostro,8,67
5626,no,29,Windows,europe,i5,vostro,16,35
5627,no,29,Linux,europe,i5,vostro,16,29
5628,no,29,Windows,europe,i7,vostro,4,83
5629,no,29,Linux,europe,i7,vostro,4,29
5630,no,29,Windows,europe,i7,vostro,8,27
5631,no,29,Linux,europe,i7,vostro,8,65
5632,no,29,Windows,europe,i7,vostro,16,33
5633,no,29,Linux,europe,i7,vostro,16,32
5634,no,29,Windows,europe,i9,vostro,4,45
5635,no,29,Linux,europe,i9,vostro,4,40
5636,no,29,Windows,europe,i9,vostro,8,39
5637,no,29,Linux,europe,i9,vostro,8,59
5638,no,29,Windows,europe,i9,vostro,16,24
5639,no,29,Linux,europe,i9,vostro,16,27
5640,no,29,Windows,america,i3,vostro,4,86
5641,no,29,Linux,america,i3,vostro,4,23
5642,no,29,Windows,america,i3,vostro,8,27
5643,no,29,Linux,america,i3,vostro,8,62
5644,no,29,Windows,america,i3,vostro,16,36
5645,no,29,Linux,america,i3,vostro,16,28
5646,no,29,Windows,america,i5,vostro,4,41
5647,no,29,Linux,america,i5,vostro,4,18
5648,no,29,Windows,america,i5,vostro,8,31
5649,no,29,Linux,america,i5,vostro,8,89
5650,no,29,Windows,america,i5,vostro,16,34
5651,no,29,Linux,america,i5,vostro,16,24
5652,no,29,Windows,america,i7,vostro,4,16
5653,no,29,Linux,america,i7,vostro,4,30
5654,no,29,Windows,america,i7,vostro,8,22
5655,no,29,Linux,america,i7,vostro,8,87
5656,no,29,Windows,america,i7,vostro,16,27
5657,no,29,Linux,america,i7,vostro,16,24
5658,no,29,Windows,america,i9,vostro,4,63
5659,no,29,Linux,america,i9,vostro,4,25
5660,no,29,Windows,america,i9,vostro,8,28
5661,no,29,Linux,america,i9,vostro,8,39
5662,no,29,Windows,america,i9,vostro,16,25
5663,no,29,Linux,america,i9,vostro,16,27
5664,no,29,Windows,asia,i3,xps,4,69
5665,no,29,Linux,asia,i3,xps,4,28
5666,no,29,Windows,asia,i3,xps,8,25
5667,no,29,Linux,asia,i3,xps,8,90
5668,no,29,Windows,asia,i3,xps,16,17
5669,no,29,Linux,asia,i3,xps,16,22
5670,no,29,Windows,asia,i5,xps,4,67
5671,no,29,Linux,asia,i5,xps,4,20
5672,no,29,Windows,asia,i5,xps,8,16
5673,no,29,Linux,asia,i5,xps,8,40
5674,no,29,Windows,asia,i5,xps,16,28
5675,no,29,Linux,asia,i5,xps,16,31
5676,no,29,Windows,asia,i7,xps,4,79
5677,no,29,Linux,asia,i7,xps,4,26
5678,no,29,Windows,asia,i7,xps,8,18
5679,no,29,Linux,asia,i7,xps,8,91
5680,no,29,Windows,asia,i7,xps,16,18
5681,no,29,Linux,asia,i7,xps,16,21
5682,no,29,Windows,asia,i9,xps,4,70
5683,no,29,Linux,asia,i9,xps,4,28
5684,no,29,Windows,asia,i9,xps,8,21
5685,no,29,Linux,asia,i9,xps,8,51
5686,no,29,Windows,asia,i9,xps,16,20
5687,no,29,Linux,asia,i9,xps,16,22
5688,no,29,Windows,africa,i3,xps,4,28
5689,no,29,Linux,africa,i3,xps,4,38
5690,no,29,Windows,africa,i3,xps,8,27
5691,no,29,Linux,africa,i3,xps,8,41
5692,no,29,Windows,africa,i3,xps,16,35
5693,no,29,Linux,africa,i3,xps,16,42
5694,no,29,Windows,africa,i5,xps,4,57
5695,no,29,Linux,africa,i5,xps,4,49
5696,no,29,Windows,africa,i5,xps,8,29
5697,no,29,Linux,africa,i5,xps,8,112
5698,no,29,Windows,africa,i5,xps,16,35
5699,no,29,Linux,africa,i5,xps,16,37
5700,no,29,Windows,africa,i7,xps,4,80
5701,no,29,Linux,africa,i7,xps,4,41
5702,no,29,Windows,africa,i7,xps,8,28
5703,no,29,Linux,africa,i7,xps,8,30
5704,no,29,Windows,africa,i7,xps,16,28
5705,no,29,Linux,africa,i7,xps,16,30
5706,no,29,Windows,africa,i9,xps,4,65
5707,no,29,Linux,africa,i9,xps,4,37
5708,no,29,Windows,africa,i9,xps,8,32
5709,no,29,Linux,africa,i9,xps,8,97
5710,no,29,Windows,africa,i9,xps,16,34
5711,no,29,Linux,africa,i9,xps,16,42
5712,no,29,Windows,europe,i3,xps,4,64
5713,no,29,Linux,europe,i3,xps,4,40
5714,no,29,Windows,europe,i3,xps,8,28
5715,no,29,Linux,europe,i3,xps,8,41
5716,no,29,Windows,europe,i3,xps,16,41
5717,no,29,Linux,europe,i3,xps,16,39
5718,no,29,Windows,europe,i5,xps,4,57
5719,no,29,Linux,europe,i5,xps,4,23
5720,no,29,Windows,europe,i5,xps,8,35
5721,no,29,Linux,europe,i5,xps,8,98
5722,no,29,Windows,europe,i5,xps,16,34
5723,no,29,Linux,europe,i5,xps,16,35
5724,no,29,Windows,europe,i7,xps,4,46
5725,no,29,Linux,europe,i7,xps,4,36
5726,no,29,Windows,europe,i7,xps,8,46
5727,no,29,Linux,europe,i7,xps,8,56
5728,no,29,Windows,europe,i7,xps,16,53
5729,no,29,Linux,europe,i7,xps,16,54
5730,no,29,Windows,europe,i9,xps,4,91
5731,no,29,Linux,europe,i9,xps,4,39
5732,no,29,Windows,europe,i9,xps,8,30
5733,no,29,Linux,europe,i9,xps,8,114
5734,no,29,Windows,europe,i9,xps,16,60
5735,no,29,Linux,europe,i9,xps,16,45
5736,no,29,Windows,america,i3,xps,4,89
5737,no,29,Linux,america,i3,xps,4,31
5738,no,29,Windows,america,i3,xps,8,44
5739,no,29,Linux,america,i3,xps,8,41
5740,no,29,Windows,america,i3,xps,16,33
5741,no,29,Linux,america,i3,xps,16,46
5742,no,29,Windows,america,i5,xps,4,78
5743,no,29,Linux,america,i5,xps,4,48
5744,no,29,Windows,america,i5,xps,8,39
5745,no,29,Linux,america,i5,xps,8,121
5746,no,29,Windows,america,i5,xps,16,29
5747,no,29,Linux,america,i5,xps,16,43
5748,no,29,Windows,america,i7,xps,4,100
5749,no,29,Linux,america,i7,xps,4,39
5750,no,29,Windows,america,i7,xps,8,34
5751,no,29,Linux,america,i7,xps,8,66
5752,no,29,Windows,america,i7,xps,16,37
5753,no,29,Linux,america,i7,xps,16,41
5754,no,29,Windows,america,i9,xps,4,83
5755,no,29,Linux,america,i9,xps,4,39
5756,no,29,Windows,america,i9,xps,8,34
5757,no,29,Linux,america,i9,xps,8,118
5758,no,29,Windows,america,i9,xps,16,29
5759,no,29,Linux,america,i9,xps,16,47
5760,summer,30,Windows,asia,i3,vostro,4,20
5761,summer,30,Linux,asia,i3,vostro,4,17
5762,summer,30,Windows,asia,i3,vostro,8,27
5763,summer,30,Linux,asia,i3,vostro,8,28
5764,summer,30,Windows,asia,i3,vostro,16,18
5765,summer,30,Linux,asia,i3,vostro,16,16
5766,summer,30,Windows,asia,i5,vostro,4,16
5767,summer,30,Linux,asia,i5,vostro,4,12
5768,summer,30,Windows,asia,i5,vostro,8,23
5769,summer,30,Linux,asia,i5,vostro,8,41
5770,summer,30,Windows,asia,i5,vostro,16,11
5771,summer,30,Linux,asia,i5,vostro,16,13
5772,summer,30,Windows,asia,i7,vostro,4,33
5773,summer,30,Linux,asia,i7,vostro,4,22
5774,summer,30,Windows,asia,i7,vostro,8,20
5775,summer,30,Linux,asia,i7,vostro,8,33
5776,summer,30,Windows,asia,i7,vostro,16,23
5777,summer,30,Linux,asia,i7,vostro,16,19
5778,summer,30,Windows,asia,i9,vostro,4,24
5779,summer,30,Linux,asia,i9,vostro,4,17
5780,summer,30,Windows,asia,i9,vostro,8,11
5781,summer,30,Linux,asia,i9,vostro,8,34
5782,summer,30,Windows,asia,i9,vostro,16,13
5783,summer,30,Linux,asia,i9,vostro,16,13
5784,summer,30,Windows,africa,i3,vostro,4,40
5785,summer,30,Linux,africa,i3,vostro,4,14
5786,summer,30,Windows,africa,i3,vostro,8,17
5787,summer,30,Linux,africa,i3,vostro,8,30
5788,summer,30,Windows,africa,i3,vostro,16,20
5789,summer,30,Linux,africa,i3,vostro,16,16
5790,summer,30,Windows,africa,i5,vostro,4,32
5791,summer,30,Linux,africa,i5,vostro,4,21
5792,summer,30,Windows,africa,i5,vostro,8,18
5793,summer,30,Linux,africa,i5,vostro,8,47
5794,summer,30,Windows,africa,i5,vostro,16,20
5795,summer,30,Linux,africa,i5,vostro,16,19
5796,summer,30,Windows,africa,i7,vostro,4,9
5797,summer,30,Linux,africa,i7,vostro,4,4
5798,summer,30,Windows,africa,i7,vostro,8,8
5799,summer,30,Linux,africa,i7,vostro,8,53
5800,summer,30,Windows,africa,i7,vostro,16,11
5801,summer,30,Linux,africa,i7,vostro,16,13
5802,summer,30,Windows,africa,i9,vostro,4,39
5803,summer,30,Linux,africa,i9,vostro,4,6
5804,summer,30,Windows,africa,i9,vostro,8,10
5805,summer,30,Linux,africa,i9,vostro,8,36
5806,summer,30,Windows,africa,i9,vostro,16,5
5807,summer,30,Linux,africa,i9,vostro,16,13
5808,summer,30,Windows,europe,i3,vostro,4,22
5809,summer,30,Linux,europe,i3,vostro,4,6
5810,summer,30,Windows,europe,i3,vostro,8,7
5811,summer,30,Linux,europe,i3,vostro,8,50
5812,summer,30,Windows,europe,i3,vostro,16,11
5813,summer,30,Linux,europe,i3,vostro,16,7
5814,summer,30,Windows,europe,i5,vostro,4,37
5815,summer,30,Linux,europe,i5,vostro,4,9
5816,summer,30,Windows,europe,i5,vostro,8,9
5817,summer,30,Linux,europe,i5,vostro,8,33
5818,summer,30,Windows,europe,i5,vostro,16,9
5819,summer,30,Linux,europe,i5,vostro,16,10
5820,summer,30,Windows,europe,i7,vostro,4,23
5821,summer,30,Linux,europe,i7,vostro,4,4
5822,summer,30,Windows,europe,i7,vostro,8,11
5823,summer,30,Linux,europe,i7,vostro,8,37
5824,summer,30,Windows,europe,i7,vostro,16,7
5825,summer,30,Linux,europe,i7,vostro,16,10
5826,summer,30,Windows,europe,i9,vostro,4,22
5827,summer,30,Linux,europe,i9,vostro,4,7
5828,summer,30,Windows,europe,i9,vostro,8,7
5829,summer,30,Linux,europe,i9,vostro,8,21
5830,summer,30,Windows,europe,i9,vostro,16,7
5831,summer,30,Linux,europe,i9,vostro,16,7
5832,summer,30,Windows,america,i3,vostro,4,14
5833,summer,30,Linux,america,i3,vostro,4,23
5834,summer,30,Windows,america,i3,vostro,8,22
5835,summer,30,Linux,america,i3,vostro,8,14
5836,summer,30,Windows,america,i3,vostro,16,19
5837,summer,30,Linux,america,i3,vostro,16,24
5838,summer,30,Windows,america,i5,vostro,4,22
5839,summer,30,Linux,america,i5,vostro,4,20
5840,summer,30,Windows,america,i5,vostro,8,26
5841,summer,30,Linux,america,i5,vostro,8,20
5842,summer,30,Windows,america,i5,vostro,16,22
5843,summer,30,Linux,america,i5,vostro,16,23
5844,summer,30,Windows,america,i7,vostro,4,25
5845,summer,30,Linux,america,i7,vostro,4,21
5846,summer,30,Windows,america,i7,vostro,8,19
5847,summer,30,Linux,america,i7,vostro,8,12
5848,summer,30,Windows,america,i7,vostro,16,18
5849,summer,30,Linux,america,i7,vostro,16,20
5850,summer,30,Windows,america,i9,vostro,4,27
5851,summer,30,Linux,america,i9,vostro,4,14
5852,summer,30,Windows,america,i9,vostro,8,24
5853,summer,30,Linux,america,i9,vostro,8,34
5854,summer,30,Windows,america,i9,vostro,16,15
5855,summer,30,Linux,america,i9,vostro,16,20
5856,summer,30,Windows,asia,i3,xps,4,26
5857,summer,30,Linux,asia,i3,xps,4,14
5858,summer,30,Windows,asia,i3,xps,8,15
5859,summer,30,Linux,asia,i3,xps,8,16
5860,summer,30,Windows,asia,i3,xps,16,24
5861,summer,30,Linux,asia,i3,xps,16,22
5862,summer,30,Windows,asia,i5,xps,4,14
5863,summer,30,Linux,asia,i5,xps,4,19
5864,summer,30,Windows,asia,i5,xps,8,18
